,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,target
17966,21.0,32102.6,2958.2166666666667,3,7,10,0.0,9,13.0,11.36,5.0,1210.25,40.9207105225122,19.083,0.0,287.905,297.916,1
17953,26.0,36783.38,3151.2816666666663,10,5,17,7.0,15,22.0,21.35,7.0,4555.72,26.13675517516468,1.5,148.35811776936703,154.921,271.849,0
36236,26.0,35336.77,2893.730833333333,4,5,16,2.0,9,17.0,6.76,2.0,1172.87,36.6546647437803,32.5,31.402438038633004,346.017,201.954,1
15108,26.0,46036.35,3930.362500000001,6,6,19,5.0,53,17.0,14.75,8.0,2576.0,25.50980320112329,14.75,146.4016503912428,350.101,176.534,0
34884,38.0,17476.72,1549.3933333333334,8,7,5,2.0,5,19.0,13.23,0.0,1470.22,24.747536537526887,27.25,24.914186274761462,37.769,362.256,1
6953,18.0,62956.56,5147.38,8,4,16,5.0,11,9.0,9.01,5.0,77.34,35.832407482591805,5.333,135.37959288444537,92.055,527.304,1
18557,36.0,15270.77,1219.5641666666668,10,9,31,6.0,42,20.0,4.46,8.0,2576.05,27.28459636487253,18.25,52.50174180382592,52.49,276.965,1
34344,14.0,19253.02,3093.745000000001,3,3,17,7.0,6,8.0,8.08,8.0,1264.11,35.204743682743384,6.083,78.30239061912039,10000.0,165.992,1
9065,53.0,35554.04,3096.836666666666,2,7,9,4.0,21,1.0,7.92,2.0,89.93,39.31628547101538,31.167,76.63035384230841,269.967,233.086,0
21839,30.0,54231.16,4727.263333333333,6,3,18,4.0,11,14.0,18.89,6.0,1293.76,34.22144416759881,15.417,129.70663031889407,75.537,517.483,1
57005,21.0,60214.04,3093.745000000001,7,5,18,5.0,16,18.0,1.97,12.0,1322.67,33.96782574325765,13.667,201.95601657268352,214.48,367.048,0
12355,27.0,132662.22,10872.185,0,6,5,4.0,27,1.0,14.63,5.0,1493.5,36.9155779690466,17.917,356.14292923434965,124.846,846.23,0
50222,20.0,17951.715,1410.97625,5,5,9,0.0,13,14.0,6.72,3.0,441.46,38.90852754428668,17.75,0.0,87.16,313.938,1
62101,36.0,11924.59,1156.7158333333332,3,5,9,0.0,12,11.0,18.46,3.0,347.93,26.829321842059173,29.667,0.0,55.283,320.388,1
65678,43.0,53084.07,4525.6725,10,9,23,8.0,26,25.0,15.3,9.0,2904.16,32.17516517614364,2.583,228.68713291702,604.582,336.71900000000005,1
68575,22.0,18623.07,1746.9225,10,7,33,7.0,21,21.0,-2.72,12.0,1354.83,28.749161069735287,19.917,60.55603489262473,118.756,265.38,1
62561,35.0,10525.355,645.1129166666666,4,6,3,-100.0,13,10.0,5.99,0.0,583.9,35.068311619230904,18.25,0.0,51.055,303.456,0
390,43.0,81842.28,6810.19,10,9,25,9.0,20,19.0,10.25,11.0,3053.16,24.557218399385608,0.833,574.0657978713467,201.903,185.051,1
34099,26.0,19798.93,3093.745000000001,6,8,17,-100.0,11,23.0,3.91,12.0,1250.46,25.39734644059371,5.583,61.25335492907123,140.937,245.801,0
31034,51.0,70291.16,5919.596666666667,3,5,13,4.0,15,16.0,9.92,3.0,449.09,27.035844870272,23.0,132.19894907527663,333.044,396.717,1
11466,20.0,54695.22,4754.935,10,8,24,7.0,51,16.0,4.88,13.0,2667.13,40.2969410139677,16.917,199.87202414608043,196.063,339.558,0
3262,28.0,63635.12,5476.926666666667,3,4,2,2.0,15,10.0,15.25,7.0,122.65,28.90013134533566,24.917,57.71606551829998,279.527,490.449,1
6594,19.0,69941.88,5674.490000000002,5,5,25,7.0,25,8.0,9.84,9.0,1948.88,32.063986446807945,15.25,403.3879318530223,83.375,320.686,0
68994,50.0,14585.47,3093.745000000001,3,6,5425,3.0,23,16.0,9.4,2.0,1104.42,25.48417209827428,22.833,27.25326201890564,10000.0,235.327,1
64958,25.0,124296.27,10111.0225,5,2,10,4.0,3,14.0,15.44,6.0,333.21,25.161236190628195,27.833,397.6860689801048,661.875,231.541,2
22464,15.0,15974.84,1256.236666666667,8,6,23,9.0,28,14.0,8.91,6.0,2234.61,32.54723785710436,18.25,83.69126102228107,51.165,240.767,0
6223,21.0,30783.88,3093.745000000001,5,6,16,2.0,12,16.0,15.73,6.0,960.38,34.97663970648594,11.25,35.788055419196205,41.051,445.393,1
61832,39.0,17153.69,1206.4741666666666,6,8,22,3.0,58,22.0,11.78,59.0,1757.24,24.21762541665355,18.917,38.063322077051936,135.926,291.61,0
6148,28.0,38073.6,3048.8,10,6,20,5.0,38,14.0,6.79,8.0,1644.31,35.581191818450705,9.583,143.89968528971204,135.926,369.446,1
35116,29.0,93169.92,7794.16,6,7,18,2.0,6,12.0,19.62,1.0,1110.09,30.258005732330155,26.917,112.34029768600637,666.715,280.36,1
34161,22.0,172259.0,14488.916666666664,1,5,8,0.0,1,1.0,0.57,3.0,390.13,38.00953573797501,19.417,0.0,130.47,1558.422,2
51455,51.0,104929.28,9025.106666666668,4,7,8,4.0,20,11.0,7.9,6.0,651.32,37.25990707391957,27.917,291.5505605961455,92.255,758.705,1
7534,38.0,34773.31,2878.775833333333,1,5,6,2.0,0,0.0,4.17,4.0,82.07,24.96131915422133,23.417,52.23056183317051,123.968,381.679,1
53689,48.0,85760.85,7172.7375,2,6,5,4.0,17,3.0,10.92,1.0,695.2,35.561442990710354,30.75,171.43019791284397,481.309,344.534,0
27449,18.0,128450.32,10943.193333333336,1,5,4,3.0,6,2.0,6.66,4.0,23.79,40.26770500249137,30.25,161.48753156568546,90.098,1082.734,1
23552,37.0,20967.39,1932.2825,7,6,28,8.0,43,22.0,8.77,6.0,4094.0,38.32637642704356,4.583,99.51025966713917,93.773,259.945,0
42767,49.0,19462.925,1496.152098595095,1,1,8,4.0,9,13.0,5.51,7.0,160.3,26.494187732251124,32.333,160.8225488851566,135.926,337.09,2
34892,18.0,11687.925,1212.99375,3,4,11,3.0,30,20.0,17.43,6.0,991.78,35.08684301354934,10.417,18.079063490712656,55.76,307.461,1
3785,37.0,44036.97,3884.7475,2,3,11,4.0,15,4.0,7.77,1.0,992.83,36.74899827470719,29.0,82.98637941706055,117.428,438.061,1
6348,36.0,16192.1,1284.3416666666667,9,9,30,9.0,55,19.0,5.63,12.0,1860.55,34.75866049993398,8.0,64.65800880906474,54.738,299.039,0
32732,28.0,43067.01,3488.9175,8,6,28,9.0,33,22.0,23.35,12.0,4279.61,34.876773215443826,13.917,258.9188046231576,56.402,283.571,0
7695,51.0,169141.6,3093.745000000001,3,6,6,1.0,6,14.0,8.04,1.0,242.61,36.69485560976524,22.917,102.46142384222294,240.24,1334.612,2
52335,33.0,17912.65,1665.7208333333335,9,5,25,-100.0,26,23.0,16.19,11.0,2822.13,27.84665063939952,7.0,57.04388305971095,47.469,312.059,1
38128,21.0,14517.44,1293.7866666666666,10,8,30,6.0,60,19.0,4.73,6.0,1384.57,22.3737446755288,18.25,7009.0,69.739,299.501,0
30239,26.0,31731.94,2629.328333333333,5,6,10,3.0,25,12.0,11.51,3.0,889.42,33.63265078881591,18.25,75.0023106523225,81.085,366.846,1
8867,49.0,30020.14,2179.2978733302443,1,7,3,4.0,5,10.0,1.25,4.0,1292.34,28.83955314176798,18.25,257.6197135755544,247.912,186.516,1
37911,28.0,27647.08,2050.9233333333336,7,6,13,5.0,14,8.0,8.37,10.0,159.63,36.26917394700953,5.75,100.74020322259754,10000.0,312.361,1
46821,51.0,30373.35,2495.1125,3,5,4,3.0,13,9.0,11.51,1.0,791.4,33.04951007720742,31.583,55.61424997657002,147.865,336.032,0
55837,37.0,17238.11,1599.509166666667,8,8,23,9.0,43,13.0,1.46,11.0,1500.09,26.78832613964282,9.083,84.144303350945,33.25,302.556,0
53270,31.0,82995.82,3093.745000000001,2,2,10,2.0,6,12.0,2.05,5.0,1424.11,30.199209092601063,27.75,87.41803795286434,313.442,598.372,2
52340,15.0,7829.225,560.4354166666667,9,6,34,9.0,38,15.0,16.22,7.0,4579.09,22.515790531897693,0.5,37.73561457023335,31.537,256.771,1
30121,20.0,81995.32,7087.943333333334,3,7,5,4.0,20,10.0,9.47,4.0,193.78,35.34431166393254,19.5,175.9027800666592,55.762,717.13,1
67269,39.0,49880.68,3936.723333333333,5,5,14,0.0,14,10.0,6.24,3.0,499.95,31.43381110205703,27.083,0.0,330.83,332.842,1
5152,49.0,28446.58,2597.5483333333336,3,5,5,4.0,2,8.0,1.12,1.0,640.4,37.171048665310366,26.667,66.06402666108605,104.593,379.098,2
54393,25.0,17164.13,1455.344166666667,8,7,30,4.0,46,14.0,17.44,12.0,2186.43,25.58541543188374,10.667,48.78797271009556,158.267,228.48,0
31035,51.0,70291.16,5919.596666666667,3,5,13,4.0,15,16.0,16.92,4.0,449.09,40.52826893025617,23.083,132.19894907527663,187.748,522.012,2
21404,38.0,17129.91,1335.4925,5,1,5,3.0,9,14.0,9.36,6.0,1307.4,26.460370103724408,26.583,30.152860780254144,51.995,311.401,1
62443,25.0,20833.08,3093.745000000001,4,5,17,5.0,15,6.0,18.73,8.0,1231.29,22.4781224913994,11.333,67.48557378110357,88.122,285.101,1
50239,20.0,83204.52,6831.71,8,10,29,5.0,60,18.0,27.98,12.0,3388.37,24.46573673163653,13.0,276.87481319761883,205.494,450.802,1
5388,26.0,145934.16,12446.18,0,5,3,1.0,20,3.0,9.42,3.0,1334.34,32.751076647922105,17.083,113.51602958470164,215.209,1165.893,0
49295,18.0,8220.625,588.0520833333334,8,9,23,6.0,40,21.0,9.4,15.0,4301.9,32.89409049783925,1.417,37.817562050234095,42.311,258.676,0
46322,22.0,173668.84,14293.403333333335,3,6,2,3.0,20,0.0,0.88,0.0,710.17,29.755746554521128,22.75,23311.0,350.832,1018.349,1
69385,33.0,15725.7,1165.475,6,9,30,4.0,49,8.0,17.54,7.0,1452.16,25.62708060575697,18.0,38.84287530684608,135.926,268.591,0
6464,16.0,61719.9,4860.325,7,5,19,9.0,38,21.0,26.39,8.0,3643.78,34.43597337240232,6.417,354.76721033827914,310.539,80.727,1
44957,41.0,18823.32,1423.61,8,5,16,8.0,33,22.0,4.87,10.0,2643.36,35.59225779740575,6.25,103.09732991756935,40.164,249.1,0
49980,38.0,15108.07,1098.0058333333334,6,10,31,5.0,31,18.0,33.34,12.0,3650.33,23.932536399440064,6.083,51.17896890976082,10000.0,278.078,1
30085,26.0,57437.4,4916.45,9,5,31,7.0,39,16.0,15.85,7.0,2625.73,39.21504984555581,9.25,175.0096263802841,10000.0,368.909,0
63147,25.0,16416.38,1567.031666666667,9,9,34,6.0,32,27.0,13.88,9.0,1319.87,28.46386209139521,19.0,80.50535078504376,105.168,261.03,0
38295,31.0,39538.62,3540.885,10,5,23,3.0,41,11.0,14.71,8.0,1822.92,30.339170978803963,18.5,54.2013642176932,148.609,401.278,0
31644,44.0,14954.745,1331.22875,6,4,20,6.0,12,13.0,14.91,5.0,255.76,32.849248454982494,17.917,54.36774160005656,97.825,270.931,1
64182,20.0,25773.73,2359.810833333333,5,6,8,0.0,5,8.0,9.01,5.0,30.79,33.816145929895114,16.333,0.0,81.667,444.314,0
20084,38.0,100284.24,8288.02,5,7,18,3.0,9,8.0,2.1,4.0,333.25,35.259389759719404,30.417,148.35180700913224,191.208,739.243,1
25209,48.0,85840.34,7164.361666666668,1,5,1,3.0,1,3.0,2.32,1.0,270.42,41.8761670700527,23.417,172.05501179870532,135.926,617.961,1
17292,35.0,65644.4,5275.366666666666,10,9,32,6.0,33,18.0,31.61,10.0,3057.46,33.65606635537109,18.25,279.68481669606626,110.536,377.315,1
64802,14.0,70097.54,3093.745000000001,5,5,20,1.0,30,14.0,13.02,6.0,229.36,38.947050293176304,30.25,53.38330127352111,66.388,715.275,1
51465,19.0,58770.12,4659.51,10,10,30,5.0,48,14.0,12.49,9.0,1974.29,35.435832736892344,6.667,231.252379548278,156.204,328.495,0
34269,37.0,60965.31,5012.4425,7,4,13,1.0,7,14.0,3.85,6.0,287.4,39.15707485981396,29.25,28.6502685693304,223.019,529.575,1
46663,19.0,130045.95,11053.1625,5,1,3,3.0,3,2508.0,9.99,4.0,689.42,23.818624668279675,20.0,237.022079809697,1311.486,336.71900000000005,2
26407,46.0,38797.22,3281.101666666667,6,4,5,3.0,20,15.0,4.95,3.0,465.86,31.72435953527451,20.167,62.084269922682246,145.192,400.834,1
17,34.0,143162.64,12187.22,1,5,8,3.0,13,6.0,7.1,3.0,1303.01,41.70257342393906,17.833,246.9923194537421,232.86,998.869,2
4287,43.0,20492.45,1534.7041666666669,0,7,2,1.0,8,0.0,11.69,4.0,429.71,25.552085250048805,26.0,13.23985241130044,82.468,327.763,1
62504,25.0,19695.09,1803.2575,8,6,19,2.0,26,8.0,11.42,5.0,1450.6,30.34047809890843,14.167,23.04177845839856,131.814,305.47,0
34789,22.0,16753.63,1564.1358333333335,6,9,23,9.0,37,24.0,2.86,7.0,3536.44,38.97872387292058,12.75,85.55890321516442,137.72,213.135,1
26066,26.0,113207.36,9137.946666666669,1,5,3,3.0,8,5.0,10.96,0.0,1289.91,38.080947506236,18.25,221.74562719793343,10000.0,692.075,2
17270,28.0,10024.25,812.6367936563278,9,5,22,8.0,48,17.0,19.82,14.0,3038.04,35.87394685199453,8.083,108.54608285536531,17.537,246.57,1
16137,31.0,59241.38,4818.781666666667,4,5,9,3.0,7,10.0,6.0,2.0,690.12,40.40352100414764,23.667,128.9292457279007,197.875,405.074,2
15321,43.0,21759.54,1693.295,3,4,11,1.0,16,16.0,9.1,2.0,1218.27,25.70114731421154,23.417,10.444343622745256,28.092,370.793,1
59835,32.0,85770.42,7386.535,4,6,3,2.0,13,9.0,7.15,2.0,257.8,33.82830692378758,18.25,75.05142237034735,104.391,799.211,2
25431,38.0,79993.05,6405.087499999999,7,3,18,4.0,6,18.0,5.72,3.0,1052.29,29.12740868661621,26.167,188.6998751008902,10000.0,114.1,1
34646,20.0,64692.7,5150.058333333333,3,7,5,3.0,7,5.0,11.58,4.0,380.81,25.298336957797066,20.083,129.326637305026,55.176,580.503,0
13917,26.0,14406.71,1236.559166666667,6,7,32,7.0,62,19.0,1.61,14.0,1286.9,33.348581268842004,17.333,53.55003158035459,109.766,230.34,0
33354,34.0,60573.96,4868.83,6,10,34,7.0,41,11.0,17.28,8.0,2172.61,40.17598880444828,18.25,211.22292782419467,107.918,417.742,0
50406,16.0,23883.28,1936.25528730618,5,5,9,4.0,8,14.0,3.84,8.0,1227.75,39.21443203742545,8.667,230.602873832926,128.854,281.389,2
4486,24.0,34601.35,3093.745000000001,5,3,14,2.0,8,11.0,15.15,5.0,68.23,28.622759948115988,9.917,30.198049695685768,130.776,403.17,1
19016,32.0,66614.64,5704.22,6,4,27,7.0,21,9.0,15.27,8.0,1287.55,28.04935670609323,11.917,241.3714473170532,46.584,522.467,0
51913,31.0,62859.18,5414.265,9,9,29,7.0,43,25.0,4.64,7.0,1634.56,37.70779322519928,18.833,242.3135314264052,285.89,273.223,1
48362,19.0,19575.89,1559.3241666666663,5,10,16,5.0,16,16.0,24.27,6.0,2394.38,33.315697099747126,17.0,54.09079591393567,10000.0,281.783,0
20498,54.0,121107.9,9980.325,0,7,5,0.0,23,3.0,9.41,3.0,1490.72,36.034300256663045,16.25,0.0,560.24,707.793,0
54079,54.0,21834.105,2071.50875,4,5,11,1.0,8,12.0,10.4,5.0,1215.84,35.80986599399993,24.917,16.922557269222168,189.873,290.356,1
3715,45.0,16718.08,1617.1733333333334,8,10,25,5.0,57,20.0,9.4,6.0,2931.99,30.8661865101624,8.5,41.40894222721517,61.145,339.163,1
35410,24.0,167787.16,13952.263333333334,5,4,10,3.0,3,2.0,13.56,1.0,1357.9,36.84112926844992,15.917,413.5720377590062,369.917,881.737,1
52477,19.0,127883.4,10874.95,6,7,13,4.0,27,8.0,14.55,4.0,820.08,35.909990271073,31.667,227.6577004901844,1073.403,76.434,1
6842,35.0,40206.26,3552.521666666667,3,3,15,1.0,24,10.0,14.98,3.0,736.97,23.9064498218496,18.25,17.787342213516453,310.405,317.06,1
30145,55.0,29490.49,3093.745000000001,2,4,6,4.0,11,6.0,8.41,2.0,591.33,36.021748508054564,31.0,90.93073451306172,236.153,187.471,1
37921,47.0,32123.85,2951.9875,1,3,9,1.0,8,6.0,4.84,3.0,106.9,38.83546393688408,29.25,15.007509256043305,79.442,450.749,1
16751,33.0,19801.67,1852.1391666666664,6,7,31,7.0,39,21.0,3.73,8.0,1515.99,32.013651759774945,14.5,115.3680516169172,56.049,263.797,1
19,34.0,143162.64,12187.22,1,5,8,3.0,8,5.0,9.1,3.0,1303.01,39.50164810812735,18.25,246.9923194537421,825.216,426.513,2
7617,24.0,87957.02,7453.751666666668,2,5,9,4.0,9,1.0,3.23,2.0,811.01,40.0438916818123,19.333,195.91370327666627,367.743,461.718,0
12533,50.0,159560.76,13580.73,3,1,6,1.0,2,11.0,6.67,3.0,1154.59,27.86141784067499,25.75,130.03704841297494,500.264,977.772,2
44331,25.0,66376.28,5723.356666666668,3,5,15,3.0,26,11.0,7.14,3.0,1482.3,38.21749673630417,33.083,104.63177540585328,658.618,99.086,2
11376,41.0,70014.48,3093.745000000001,6,3,18,4.0,7,12.0,16.25,4.0,876.04,37.02573144320751,23.917,205.5930674477824,251.671,444.19,1
24614,35.0,36857.22,2976.435,4,5,14,2.0,19,12.0,9.4,6.0,1911.65,30.973630609077247,11.167,56.042520607086665,41.089,440.512,1
2224,45.0,132537.24,10831.77,3,2,12,1.0,12,-1.0,0.69,1.0,382.04,44.604220412589854,29.417,60.51014977657447,210.35,1052.317,2
9498,48.0,69869.92,5940.493333333333,4,5,13,2.0,13,19.0,4.42,0.0,220.97,28.452146878269843,18.25,99.35750004889556,229.942,514.75,1
69309,39.0,18694.99,1657.9158333333337,9,5,21,7.0,55,20.0,7.97,12.0,1959.49,25.817227877162228,10.5,100.2224655462545,40.541,295.029,1
23817,44.0,7689.715,521.8095833333333,6,5,30,8.0,15,14.0,14.83,10.0,1361.17,33.295480759037225,17.5,39.72965110731148,64.002,238.449,1
69250,45.0,84504.51,7135.0425,6,3,10,1.0,14,17.0,-3.71,0.0,1273.32,26.30313319450652,17.75,36.822939453780926,245.995,710.687,2
19308,21.0,15307.26,1097.605,2,1,3,0.0,1,1.0,4.89,3.0,705.9,38.88808424097381,24.583,0.0,43.4,346.361,1
20636,30.0,15293.55,3093.745000000001,7,3,18,3.0,22,13.0,17.87,7.0,939.47,29.80637484398945,19.25,23.75468254208557,96.284,295.107,1
23546,27.0,17379.785,1536.3154166666666,0,1,1,4.0,4,3.0,5.61,2.0,993.66,31.42450986333029,21.417,29.422246547278448,104.673,279.536,2
29367,33.0,35849.77,3126.480833333333,3,3,8,2.0,25,18.0,14.2,5.0,566.08,38.48344641371799,20.333,58.05787091770174,244.315,290.275,1
9061,19.0,9734.325,876.19375,8,10,31,4.0,57,19.0,1.21,11.0,2558.01,32.32736483118723,13.583,17.853985427965764,73.955,275.811,0
3978,32.0,12303.09,1243.2575,6,3,9,3.0,23,16.0,17.06,4.0,1328.11,26.67308043873711,18.333,26.763607167780485,66.03,291.532,1
9501,48.0,69869.92,3093.745000000001,4,5,13,2.0,13,19.0,11.42,0.0,220.97,27.038032532733823,33.333,99.35750004889556,175.09,569.602,1
59723,51.0,18666.56,1323.5466666666666,3,4,11,4.0,3,5.0,3.67,2.0,770.81,27.275172869761647,31.917,58.88604405341314,65.278,268.191,2
33694,40.0,9930228.0,2011.5,8,4,17,0.0,14,16.0,16.1,4.0,98.61,38.85415302838605,27.417,0.0,106.63,384.52,0
392,38.0,95956.5,8279.375,8,4,11,-100.0,18,10.0,11.94,2.0,1079.73,33.77692753166114,31.583,95.5216287821567,135.926,884.906,1
5013,35.0,101954.94,8544.245,1,6,3,4.0,6,6.0,3.79,3.0,606.47,26.59554227530417,24.167,275.8198233942259,247.618,580.987,1
53021,45.0,106444.68,9015.39,8,4,10,0.0,8,13.0,9.4,6.0,959.18,31.084841233128195,31.25,0.0,706.798,474.741,1
22766,14.0,7912.96,751.4133333333333,7,6,22,3.0,34,23.0,-3.24,9.0,2352.07,27.308648838175674,7.167,12.9563885942534,98.253,253.932,0
47631,32.0,33470.43,2744.2025,7,5,10,1.0,6,13.0,15.22,8.0,1318.49,26.587742359316568,26.0,6535.0,46.665,451.667,2
27169,45.0,19547.065,1486.9220833333331,3,2,8,3.0,15,12.0,5.14,1.0,824.36,27.65479750727796,31.917,46.36255908582618,135.926,299.303,2
28156,32.0,17464.64,1720.3866666666663,6,5,5,7.0,17,14.0,16.89,7.0,289.05,30.87890286634132,18.583,72.5815541070454,135.926,301.44,2
51140,38.0,18746.95,1467.2458333333334,4,3,3,1.0,8,12.0,11.32,6.0,1403.55,39.12356778100445,22.917,40123.0,148.798,272.361,1
67277,17.0,19963.97,1477.664166666667,5,10,31,5.0,11,11.0,15.32,12.0,1983.53,38.15399472709926,9.833,52.60022673725382,113.306,271.86,1
68801,23.0,21897.505,1986.792083333333,1,1,1,1.0,15,14.0,9.83,1.0,630.68,31.07528093239516,27.833,15.48746379451304,10000.0,386.411,2
23573,53.0,82146.63,3093.745000000001,5,3,6,3.0,15,9.0,2.46,2.0,804.62,36.4228468835687,29.333,128.29307507875444,162.867,625.896,2
60384,36.0,43790.4,3845.2,8,6,31,8.0,36,24.0,27.91,10.0,2830.52,38.58418941063158,12.083,221.1676466435126,251.839,171.514,1
4149,22.0,134150.0,10886.166666666666,4,3,10,2.0,13,3.0,1.51,5.0,1295.2,29.03806294627738,16.083,201.7341927507147,278.641,848.242,1
2132,39.0,20742.46,1801.5383333333327,5,4,8,5.0,14,21.0,16.0,8.0,1319.87,31.279168348871533,16.5,60.06611255618279,135.926,316.095,1
67371,30.0,9081.535,842.7945833333333,3,5,26,3.0,10,12.0,11.85,12.0,1518.63,26.478054559801752,5.583,16.643123529657604,19.801,297.836,0
40629,35.0,102343.68,8736.64,6,5,10,4.0,27,19.0,11.17,6.0,450.66,32.736194238807656,16.167,240.35148110451755,299.866,613.447,0
58392,32.0,31417.15,2664.0958333333333,3,6,18,3.0,26,10.0,17.26,0.0,362.31,32.71395955589242,18.25,64.18962321994077,120.186,372.034,1
65149,52.0,27759.32,2419.276666666666,8,6,9,1.0,10,10.0,7.35,5.0,245.3,25.00587230948112,24.25,15.548726339025675,135.926,190.786,1
57078,28.0,71716.6,5523.2523853841785,3,5,9,3.0,11,20.0,7.65,7.0,418.54,33.89211925235655,16.833,679.4240332746621,222.498,543.047,2
433,36.0,17251.38,1654.615,6,3,7,7.0,8,15.0,15.06,6.0,2431.64,37.2259443913206,11.417,57.35116518894053,26.599,321.512,1
17550,31.0,16014.16,1402.513333333333,7,6,29,9.0,27,24.0,9.47,9.0,1280.01,32.32740696743862,9.583,76.2232106832582,138.305,205.723,0
36408,25.0,40341.16,3602.763333333334,2,5,1,4.0,7,11.0,8.33,2.0,1183.73,25.183855991834022,19.833,113.02110273975028,443.736,93.519,2
66232,31.0,85084.8,6997.4000000000015,4,3,12,1.0,10,8.0,16.49,1.0,100.42,38.042196915526986,20.75,69.20172970112885,135.926,768.414,1
23784,54.0,100956.21,8658.0175,6,6,2,1.0,29,11.0,2.1,2.0,633.54,33.3665216477902,28.917,53.086569919082365,363.092,709.623,1
52654,45.0,145168.96,11910.413333333332,4,6,7,2.0,16,14.0,8.85,7.0,127.56,31.15970900758358,10.167,141.22997997972,235.146,1054.665,0
8821,26.0,57765.42,4618.785,3,6,13,3.0,28,13.0,8.47,5.0,1276.72,38.54130603728903,18.25,124.5485846977198,146.166,441.164,1
8227,45.0,65793.66,3093.745000000001,6,3,11,4.0,22,19.0,15.53,5.0,1494.35,39.51538279510615,12.167,113.275762414721,110.385,588.02,0
20531,29.0,27403.02,3093.745000000001,5,6,5,4.0,18,8.0,7.25,2.0,1060.13,24.89954328709288,29.583,75.22435917130426,117.527,292.707,1
26444,23.0,14672.87,1281.7391666666667,9,10,28,4.0,38,14.0,16.81,6.0,2174.83,38.90666441820085,13.667,48.66960492951393,97.675,261.829,0
22019,21.0,103515.51,8334.2925,1,3,5,4.0,6,10.0,7.2,1.0,60.25,27.432766670821987,29.167,211.6298821963082,195.344,666.456,2
50862,41.0,16259.845,3093.745000000001,3,7,6,4.0,4,14.0,1.6,5.0,1118.03,33.132165624262946,32.75,36.08426905948673,161.827,231.987,2
38264,41.0,20997.075,3093.745000000001,0,2,4989,0.0,15,6.0,0.7,0.0,707.15,40.282554668281286,26.167,0.0,50.347,389.229,2
17119,15.0,75888.64,6089.731592319862,3,6,11,6.0,19,13.0,15.44,7.0,1149.63,31.21195246544435,8.75,25678.0,125.328,487.953,2
19959,55.0,103187.22,8420.935,0,3,6,0.0,9,8.0,4.07,4.0,790.99,42.463268378598926,22.5,48352.0,10000.0,910.751,2
11726,36.0,9394.66,593.8883333333333,7,6,34,-100.0,20,16.0,4.58,10.0,1686.78,38.36637875795813,6.917,33.21948646000168,20.361,275.809,1
69464,40.0,17151.19,1625.2658333333331,10,9,32,7.0,21,21.0,21.02,8.0,2672.12,26.085629643810805,9.667,61.2300104588122,157.85,233.447,1
65292,54.0,26175.52,1985.293333333333,8,6,6,2.0,19,11.0,4.32,0.0,359.67,30.43122110225904,25.167,26.83928438300353,259.525,202.165,2
14336,34.0,172891.36,14156.613333333333,3,7,1,3.0,3,-2.0,12.93,3.0,922.15,24.00489402816276,26.833,272.81222584868823,1383.914,38.936,2
67351,30.0,39928.5,3375.375,3,5,8,4.0,15,16.0,9.17,3.0,461.43,23.3606859059792,28.667,76.00051094936124,438.303,113.234,2
66808,36.0,33799.36,2944.613333333333,5,3,19,4.0,15,12.0,16.35,5.0,173.76,39.05220042539679,6.333,75.09807764471795,127.671,381.692,1
67672,52.0,79300.22,6354.3516666666665,1,4,12,4.0,2,0.0,2.07,0.0,284.52,29.784208136792326,22.833,179.3048119832314,481.009,255.122,2
56788,29.0,7056.405,486.03375,4,3,30,4.0,22,15.0,19.06,11.0,2570.42,40.71601339748151,16.25,16.372292852957088,32.534,269.697,0
52509,49.0,72790.92,6087.91,3,5,5,4.0,9,10.0,3.89,0.0,702.65,26.302555499119848,32.833,157.30415645303768,471.44,260.047,1
1800,37.0,10034.55,3093.745000000001,4,4,28,6.0,26,11.0,12.65,5.0,1669.84,30.53593040409585,9.25,41.08254704356354,21.141,269.698,1
28004,18.0,107427.99,8868.3325,8,3,20,1.0,25,845.0,9.76,4.0,1124.02,28.41097947495488,31.917,55.65910096545989,356.276,734.899,1
68708,17.0,19540.67,1891.3891666666664,8,9,26,6.0,58,20.0,7.9,6.0,1584.95,38.38801099499408,18.25,80286.0,22.135,347.718,0
